datetime,open,high,low,close,volume
2021-01-19 14:00:00,127.945,128.19,127.83,128.05051,3065175
2021-01-19 13:30:00,128.12,128.17999,127.89,127.95,3071330
2021-01-19 13:00:00,128.03931,128.25999,127.94,128.11,3608934
2021-01-19 12:30:00,127.3839,128.0808,127.29,128.03011,4639825
2021-01-19 12:00:00,127.7008,127.78,127.36,127.37,3787765
2021-01-19 11:30:00,127.18,127.79,127.12,127.71,3747777
2021-01-19 11:00:00,127.1,127.56,127.05,127.18,5894754
2021-01-19 10:30:00,127.18,127.42,126.95,127.105,5572839
2021-01-19 10:00:00,127.465,127.5,126.938,127.1693,8712464
2021-01-19 09:30:00,127.75,128.71001,127.32,127.46,18126863
2021-01-15 15:30:00,127.55,127.6,127.0,127.14,10977565
2021-01-15 15:00:00,127.74,127.96,127.49,127.565,5692297
2021-01-15 14:30:00,128.06,128.11,127.65,127.728,4816113
2021-01-15 14:00:00,128.5,128.72929,128.0,128.05499,3715930
2021-01-15 13:30:00,128.65601,128.7888,128.4407,128.492,4373956
2021-01-15 13:00:00,128.48,128.9299,128.27,128.64999,3470072
2021-01-15 12:30:00,128.2608,128.71001,128.19,128.485,3734019
2021-01-15 12:00:00,128.755,128.8,128.25,128.2601,4448444
2021-01-15 11:30:00,129.28999,129.35001,128.72,128.75,7862522
2021-01-15 11:00:00,128.24001,129.32001,127.6,129.3,8065875
2021-01-15 10:30:00,128.2506,128.45,127.93,128.22501,8114941
2021-01-15 10:00:00,129.15401,129.16,127.5,128.27,11803547
2021-01-15 09:30:00,129.375,130.21001,128.92,129.14999,19575479
2021-01-14 15:30:00,129.03999,129.44,128.78,128.91,9703809
2021-01-14 15:00:00,129.62309,129.67,128.89999,129.0307,8051857
2021-01-14 14:30:00,129.47079,129.63,129.28999,129.625,4009135
2021-01-14 14:00:00,129.53,129.74001,129.35001,129.47189,4319332
2021-01-14 13:30:00,129.77,129.89999,129.5,129.53,3344612
2021-01-14 13:00:00,130.13229,130.13229,129.72,129.7731,3186416
2021-01-14 12:30:00,130.02,130.2,129.53999,130.13,4417289
2021-01-14 12:00:00,129.99001,130.08,129.75999,130.02,3555784
2021-01-14 11:30:00,130.3969,130.5094,129.86,129.9987,4233604
2021-01-14 11:00:00,130.63,130.7,130.14999,130.395,4565163
2021-01-14 10:30:00,130.255,130.87,130.03999,130.62289,7467266
2021-01-14 10:00:00,130.0,130.36,129.60001,130.255,7857075
2021-01-14 09:30:00,130.75,131.0,129.66499,130.00999,13892370
2021-01-13 15:30:00,130.67,131.13,130.60001,130.88,6947603
2021-01-13 15:00:00,131.00999,131.08,130.63,130.675,3224206
2021-01-13 14:30:00,130.92,131.14,130.845,131.00011,3038357
2021-01-13 14:00:00,130.86,131.16,130.73061,130.9205,3584830
2021-01-13 13:30:00,130.88499,131.0887,130.785,130.855,2477969
2021-01-13 13:00:00,131.13,131.28999,130.77,130.8813,3375481
2021-01-13 12:30:00,130.72501,131.185,130.42,131.13,5159275
2021-01-13 12:00:00,131.17,131.19,130.5,130.7265,5692648
2021-01-13 11:30:00,131.24001,131.45,130.7215,131.14,6182662
2021-01-13 11:00:00,131.03101,131.44,130.82001,131.25,6854393
2021-01-13 10:30:00,130.05,131.25999,130.05,131.03,8925751
2021-01-13 10:00:00,129.83009,130.16,129.32001,130.0435,8463189
2021-01-13 09:30:00,128.6895,130.2001,128.49001,129.83,14762607
2021-01-12 15:30:00,128.53,129.19,128.47,128.8,7881448
2021-01-12 15:00:00,128.39999,128.67,128.205,128.5363,4176125
2021-01-12 14:30:00,128.49001,128.78999,128.145,128.39999,3292444
2021-01-12 14:00:00,128.19501,128.64,128.17,128.491,4106906
2021-01-12 13:30:00,128.2885,128.435,128.08,128.19501,3612509
2021-01-12 13:00:00,127.95,128.31,127.71,128.2877,4429760
2021-01-12 12:30:00,127.605,127.99,127.48,127.945,4304252
2021-01-12 12:00:00,128.36,128.39,126.86,127.6063,11058718
2021-01-12 11:30:00,128.71001,128.7202,128.14999,128.355,5446790
2021-01-12 11:00:00,128.91,129.17,128.60001,128.7139,5228264
2021-01-12 10:30:00,129.03,129.33,128.75999,128.9101,6141004
2021-01-12 10:00:00,128.36,129.13,128.17999,128.99969,7043888
2021-01-12 09:30:00,128.48,129.69,128.08,128.36,15985800
2021-01-11 15:30:00,128.735,129.17999,128.71761,128.98,8720406
2021-01-11 15:00:00,129.315,129.42,128.69,128.7379,5410031
2021-01-11 14:30:00,129.0,129.33,128.87,129.31,4489940
2021-01-11 14:00:00,129.34801,129.34801,128.9449,129.00079,4620084
2021-01-11 13:30:00,129.62,129.64,129.22,129.345,4487207
2021-01-11 13:00:00,129.545,129.92999,129.45,129.61,4767665
2021-01-11 12:30:00,129.7,130.05499,129.49001,129.55,4107738
2021-01-11 12:00:00,129.50999,129.84,129.35001,129.705,3989402
2021-01-11 11:30:00,129.55499,129.69,129.3,129.50999,3894157
2021-01-11 11:00:00,129.56,129.64,129.03,129.5793,5566603
2021-01-11 10:30:00,130.0,130.11,129.3201,129.57001,6485920
2021-01-11 10:00:00,129.41,130.17,129.37,130.0,9557959
2021-01-11 09:30:00,129.19,129.82001,128.5,129.425,20292019
2021-01-08 15:30:00,131.77,132.21001,131.63499,132.05,8758623
2021-01-08 15:00:00,131.44,131.85001,131.39,131.77499,4790352
2021-01-08 14:30:00,131.465,131.55,131.08031,131.44,3691414
2021-01-08 14:00:00,130.99001,131.55,130.97,131.47,4374136
2021-01-08 13:30:00,131.12,131.23,130.23,131.0,5757342
2021-01-08 13:00:00,131.67,131.795,130.38,131.1199,6058195
2021-01-08 12:30:00,132.155,132.25,131.52,131.67,4425075
2021-01-08 12:00:00,132.2408,132.57001,131.71899,132.155,7163817
2021-01-08 11:30:00,131.07001,132.25,130.9801,132.25,7119953
2021-01-08 11:00:00,131.03,131.3,130.6201,131.07001,5985102
2021-01-08 10:30:00,130.39,131.5,130.33,131.0331,7088192
2021-01-08 10:00:00,131.55,131.97141,130.25999,130.39,9140990
2021-01-08 09:30:00,132.4565,132.63,130.35001,131.53999,19834721
2021-01-07 15:30:00,131.21001,131.63,130.82001,130.86,10803551
2021-01-07 15:00:00,130.78,131.215,130.46001,131.21001,7305583
2021-01-07 14:30:00,130.62,130.78,130.42,130.77499,3986205
2021-01-07 14:00:00,130.31,130.64,130.28,130.61681,3452772
2021-01-07 13:30:00,130.37,130.56,130.21001,130.3,3474656
2021-01-07 13:00:00,130.465,130.545,130.02,130.36,3715471
2021-01-07 12:30:00,130.06,130.64999,130.06,130.465,3651043
2021-01-07 12:00:00,130.33,130.425,129.85001,130.07001,5027867
2021-01-07 11:30:00,130.57001,130.96001,130.14,130.32001,5965933
2021-01-07 11:00:00,130.545,131.03,130.31,130.565,8488133
2021-01-07 10:30:00,129.84,130.56,129.69,130.5406,7930500
2021-01-07 10:00:00,129.03,130.315,128.88,129.83501,12078888
2021-01-07 09:30:00,128.37,129.14,127.86,129.0101,19934586
2021-01-06 15:30:00,127.48,127.59,126.382,126.59,19152845
2021-01-06 15:00:00,127.92,128.22,126.94,127.48,10356755
2021-01-06 14:30:00,127.7999,128.22,127.1,127.9399,13061307
2021-01-06 14:00:00,129.2599,129.45,127.75,127.8,8569042
2021-01-06 13:30:00,129.25,129.60001,128.94,129.24001,6215930
2021-01-06 13:00:00,130.02,130.25999,129.21001,129.24001,6675121
2021-01-06 12:30:00,130.3293,130.53999,129.88,130.00999,4593156
2021-01-06 12:00:00,130.12,130.7,130.08,130.325,5773337
2021-01-06 11:30:00,130.42999,130.76849,129.89,130.12,7793802
2021-01-06 11:00:00,129.39,131.0499,129.17371,130.42,10676759
2021-01-06 10:30:00,128.95799,129.74001,128.8199,129.3869,10792190
2021-01-06 10:00:00,128.08,129.21001,127.59,128.9501,11625877
2021-01-06 09:30:00,127.72,128.52,126.56,128.06,27398649
2021-01-05 15:30:00,130.83,131.42999,130.75999,130.95,8753681
2021-01-05 15:00:00,130.96001,131.27,130.82001,130.83,4335456
2021-01-05 14:30:00,131.12,131.4025,130.85001,130.95,4589979
2021-01-05 14:00:00,130.63,131.25,130.595,131.11,5546894
2021-01-05 13:30:00,130.0408,130.63,130.03999,130.629,4141401
2021-01-05 13:00:00,130.16,130.235,129.94009,130.045,2540848
2021-01-05 12:30:00,130.145,130.34,129.85001,130.145,3673554
2021-01-05 12:00:00,130.28999,130.3018,129.84,130.1499,5115827
2021-01-05 11:30:00,130.38,130.67,130.2,130.28999,5204364
2021-01-05 11:00:00,130.535,130.69,129.92999,130.38,8064836
2021-01-05 10:30:00,131.07339,131.4193,130.4314,130.52,6687398
2021-01-05 10:00:00,131.32001,131.74001,130.7,131.05,9787728
2021-01-05 09:30:00,128.9303,131.48,128.42999,131.31039,17012002
2021-01-04 15:30:00,129.06,129.74001,128.75999,129.41,12240461
2021-01-04 15:00:00,129.492,129.58,128.81,129.075,6351254
2021-01-04 14:30:00,128.94,129.5791,128.64,129.4921,6836718
2021-01-04 14:00:00,129.1692,129.2,128.62,128.97,6127020
2021-01-04 13:30:00,129.03,129.2,128.595,129.1778,4735024
2021-01-04 13:00:00,128.41,129.11,128.05,129.03999,7545406
2021-01-04 12:30:00,128.2469,128.59,127.6301,128.42,7199657
2021-01-04 12:00:00,128.81,128.87,126.76,128.25,14447870
2021-01-04 11:30:00,129.88271,130.09,128.78999,128.815,9245840
2021-01-04 11:00:00,130.97,131.25,129.39999,129.88989,11001870
2021-01-04 10:30:00,131.05499,131.31,130.45,130.96831,9132685
2021-01-04 10:00:00,131.45,131.67,130.38,131.0536,10465367
2021-01-04 09:30:00,133.371,133.6116,131.29379,131.4534,17187778
2021-02-26 15:30:00,123.63,124.85,121.2,121.2,22306159
2021-02-26 15:00:00,123.585,124.34,123.58,123.64,8064003
2021-02-26 14:30:00,123.03,123.68,122.9,123.59,6689476
2021-02-26 14:00:00,123.07,123.42,122.78,123.0499,6909323
2021-02-26 13:30:00,124.29,124.35,122.76,123.06,7048655
2021-02-26 13:00:00,123.685,124.32,123.255,124.27,5241217
2021-02-26 12:30:00,124.2,124.4099,123.59,123.68,5517008
2021-02-26 12:00:00,124.35,124.76,123.73,124.195,7448405
2021-02-26 11:30:00,123.51,124.475,123.4199,124.36,7985575
2021-02-26 11:00:00,123.83,124.18,123.0,123.495,9665153
2021-02-26 10:30:00,121.47,124.1108,121.4,123.84,13744062
2021-02-26 10:00:00,122.32,122.86,121.31,121.5,14590588
2021-02-26 09:30:00,122.84,123.9499,122.0,122.315,20651873
2021-02-25 15:30:00,121.32,122.03,120.54,121.01,19098194
2021-02-25 15:00:00,122.05,122.29,121.24,121.32,9899278
2021-02-25 14:30:00,123.155,123.22,122.0,122.06,6514862
2021-02-25 14:00:00,122.175,123.43,122.05,123.155,7459105
2021-02-25 13:30:00,122.11,122.64,121.76,122.185,7088266
2021-02-25 13:00:00,121.28,122.625,120.76,122.12,12136226
2021-02-25 12:30:00,122.25,122.54,121.26,121.28,10809265
2021-02-25 12:00:00,122.59,122.89,122.13,122.26,8793464
2021-02-25 11:30:00,123.695,123.715,122.45,122.59,9346019
2021-02-25 11:00:00,123.99,124.23,123.49,123.695,6010387
2021-02-25 10:30:00,124.035,124.0404,123.14,123.995,10196233
2021-02-25 10:00:00,124.63,124.66,123.61,124.02,10420700
2021-02-25 09:30:00,124.62,126.4585,124.21,124.58,15600529
2021-02-24 15:30:00,124.9201,125.56,124.72,125.32,11122525
2021-02-24 15:00:00,124.46,124.93,124.21,124.93,5662079
2021-02-24 14:30:00,124.47,124.78,124.2815,124.455,3884831
2021-02-24 14:00:00,124.92,124.99,124.32,124.46,4595870
2021-02-24 13:30:00,124.47,125.185,124.4346,124.92,5915788
2021-02-24 13:00:00,124.44,124.59,123.95,124.45,5908850
2021-02-24 12:30:00,125.11,125.14,124.41,124.432,5357484
2021-02-24 12:00:00,124.52,125.11,124.52,125.105,5946909
2021-02-24 11:30:00,124.56,124.9,124.15,124.5293,6003393
2021-02-24 11:00:00,124.255,124.93,123.955,124.5698,7186412
2021-02-24 10:30:00,124.02,124.48,123.5,124.26,7440240
2021-02-24 10:00:00,123.37,124.0752,122.23,124.015,13540659
2021-02-24 09:30:00,125.25,125.32,123.22,123.37,20217703
2021-02-23 15:30:00,126.64,126.705,125.66,125.85,10688101
2021-02-23 15:00:00,125.6493,126.7,125.47,126.65,10432157
2021-02-23 14:30:00,124.77,125.65,124.4,125.63,6397987
2021-02-23 14:00:00,124.4,125.1901,124.25,124.7656,8376424
2021-02-23 13:30:00,123.56,124.6,123.46,124.41,7367932
2021-02-23 13:00:00,122.14,123.75,121.92,123.5415,7262489
2021-02-23 12:30:00,122.42,122.8089,121.5,122.15,8814653
2021-02-23 12:00:00,122.12,122.5399,121.32,122.4377,8858061
2021-02-23 11:30:00,123.0101,123.25,122.02,122.14,7582880
2021-02-23 11:00:00,123.64,124.12,122.81,123.02,9129702
2021-02-23 10:30:00,123.2,123.93,122.57,123.6277,10691161
2021-02-23 10:00:00,121.73,123.22,121.4,123.2,15692300
2021-02-23 09:30:00,123.76,123.79,118.39,121.73,39942892
2021-02-22 15:30:00,126.48,126.75,126.0,126.0,13756212
2021-02-22 15:00:00,127.285,127.295,126.461,126.4887,6409649
2021-02-22 14:30:00,127.67,127.71,127.19,127.285,3413047
2021-02-22 14:00:00,127.77,127.82,127.4857,127.66,3161547
2021-02-22 13:30:00,127.25,127.96,127.2408,127.76,4081672
2021-02-22 13:00:00,127.2501,127.32,126.94,127.26,3012393
2021-02-22 12:30:00,126.715,127.255,126.64,127.255,3718289
2021-02-22 12:00:00,126.9,126.9,126.5,126.718,3960977
2021-02-22 11:30:00,126.86,127.24,126.63,126.905,5107646
2021-02-22 11:00:00,125.92,126.98,125.79,126.8699,7698422
2021-02-22 10:30:00,127.11,127.2,125.6,125.925,13344379
2021-02-22 10:00:00,128.48,128.84,126.82,127.1103,11657594
2021-02-22 09:30:00,128.00999,129.72,127.87,128.485,14754537
2021-02-19 15:30:00,129.895,130.0999,129.74001,129.85001,8104262
2021-02-19 15:00:00,129.64,129.95,129.58,129.89,5026327
2021-02-19 14:30:00,128.88049,129.655,128.87,129.645,4183583
2021-02-19 14:00:00,129.13,129.53999,128.82001,128.88499,3865092
2021-02-19 13:30:00,128.965,129.28999,128.83,129.1113,3502053
2021-02-19 13:00:00,129.33,129.39931,128.8,128.98,5193631
2021-02-19 12:30:00,129.67,129.83,129.03,129.33501,7568957
2021-02-19 12:00:00,130.06,130.16769,129.57001,129.679,4417862
2021-02-19 11:30:00,130.545,130.64999,130.06,130.09,3356576
2021-02-19 11:00:00,129.925,130.71001,129.82021,130.55,6494362
2021-02-19 10:30:00,129.7001,130.17,129.55,129.9417,4850209
2021-02-19 10:00:00,130.435,130.52499,129.47501,129.7892,6858169
2021-02-19 09:30:00,130.19501,130.44501,129.45,130.435,16203406
2021-02-18 15:30:00,129.77,129.98,129.5,129.71271,9421447
2021-02-18 15:00:00,129.075,129.85001,129.03,129.77,6026454
2021-02-18 14:30:00,128.7,129.13,128.64999,129.075,3163643
2021-02-18 14:00:00,128.56,128.92,128.46159,128.71001,4545772
2021-02-18 13:30:00,128.995,129.05,128.45,128.56,3970827
2021-02-18 13:00:00,128.7,129.07001,128.52,128.995,4489174
2021-02-18 12:30:00,128.625,128.83,128.45,128.7,4008071
2021-02-18 12:00:00,128.33501,128.63,127.9,128.625,6256952
2021-02-18 11:30:00,128.67999,128.71001,128.12,128.34,6458618
2021-02-18 11:00:00,128.55,129.10001,128.392,128.72,6149150
2021-02-18 10:30:00,128.10001,128.72,127.83,128.545,7245156
2021-02-18 10:00:00,129.52,129.57001,127.41,128.1199,13068443
2021-02-18 09:30:00,129.05499,129.67999,128.5,129.53,15869881
2021-02-17 15:30:00,130.67999,130.99001,130.6792,130.84,6734199
2021-02-17 15:00:00,130.3495,130.84,130.2601,130.69,5954249
2021-02-17 14:30:00,130.37,130.69,130.25,130.345,3121510
2021-02-17 14:00:00,130.5098,130.74001,130.3,130.375,2959493
2021-02-17 13:30:00,130.49001,130.66,130.315,130.4993,3150915
2021-02-17 13:00:00,130.3808,130.55,130.17,130.4894,3587944
2021-02-17 12:30:00,129.96471,130.42,129.95,130.38499,3780485
2021-02-17 12:00:00,130.25,130.33,129.69009,129.965,5227893
2021-02-17 11:30:00,129.72,130.25999,129.60001,130.25,6656088
2021-02-17 11:00:00,130.87,130.99001,129.47,129.74001,9811415
2021-02-17 10:30:00,130.064,130.9406,129.94,130.8793,8228447
2021-02-17 10:00:00,130.83,131.0385,129.89,130.2408,13784744
2021-02-17 09:30:00,131.5,132.22,130.82001,130.8293,18363064
2021-02-16 15:30:00,133.36,133.38,133.02,133.19,6896321
2021-02-16 15:00:00,133.17,133.46001,133.05009,133.36501,3597842
2021-02-16 14:30:00,133.52071,133.575,133.12,133.16499,2732821
2021-02-16 14:00:00,132.925,133.64,132.92081,133.52921,3425202
2021-02-16 13:30:00,133.28,133.35001,132.81,132.9207,3932859
2021-02-16 13:00:00,133.47501,133.56,133.14999,133.28841,3248066
2021-02-16 12:30:00,133.61,133.67,133.31,133.47501,2840543
2021-02-16 12:00:00,133.11,133.73,132.91,133.61,5774210
2021-02-16 11:30:00,133.7204,133.75,132.95,133.105,8264337
2021-02-16 11:00:00,134.30499,134.32201,133.67999,133.72,7369930
2021-02-16 10:30:00,134.985,135.1499,134.14999,134.32001,5806399
2021-02-16 10:00:00,135.045,135.0984,134.60001,134.99001,5454637
2021-02-16 09:30:00,135.53,136.0,134.69,135.04849,12621128
2021-02-12 15:30:00,134.78,135.50999,134.78,135.37,8877164
2021-02-12 15:00:00,134.6091,134.8,134.4601,134.78,3020656
2021-02-12 14:30:00,134.27,134.69,134.25,134.60001,3382088
2021-02-12 14:00:00,134.27,134.3299,134.08,134.28,2324345
2021-02-12 13:30:00,134.19,134.38,134.16949,134.28,2155597
2021-02-12 13:00:00,134.32001,134.38499,134.0,134.19,3130254
2021-02-12 12:30:00,134.16901,134.38,134.07001,134.315,3019331
2021-02-12 12:00:00,134.32001,134.5,134.16,134.16991,2168436
2021-02-12 11:30:00,134.52499,134.67999,134.3082,134.31,2393730
2021-02-12 11:00:00,134.55499,134.765,134.28999,134.52991,3484105
2021-02-12 10:30:00,134.0,134.8499,133.78,134.55,5322987
2021-02-12 10:00:00,133.87,134.12,133.69209,133.99989,5830931
2021-02-12 09:30:00,134.3,134.72501,133.795,133.87,9119727
2021-02-11 15:30:00,134.75999,135.28,134.61,135.12,5778493
2021-02-11 15:00:00,134.33501,134.92,134.3,134.755,3732620
2021-02-11 14:30:00,134.0493,134.34,133.98,134.33501,2702981
2021-02-11 14:00:00,134.17999,134.18919,133.77229,134.0401,5624523
2021-02-11 13:30:00,134.285,134.39,134.17,134.185,1921366
2021-02-11 13:00:00,134.285,134.32001,133.96001,134.285,3541950
2021-02-11 12:30:00,134.08,134.44,133.88,134.27499,4237343
2021-02-11 12:00:00,134.91,135.0,134.03999,134.065,4715967
2021-02-11 11:30:00,135.0338,135.22,134.75,134.9001,3057602
2021-02-11 11:00:00,135.12,135.22009,134.95,135.03889,2629932
2021-02-11 10:30:00,135.27,135.5399,134.97,135.10629,4276094
2021-02-11 10:00:00,135.0405,135.41499,134.92,135.271,5329873
2021-02-11 09:30:00,135.873,136.39,135.0,135.01199,11201846
2021-02-10 15:30:00,135.50999,135.63,134.95,135.39,9800720
2021-02-10 15:00:00,135.61,135.75999,135.37,135.5099,3021681
2021-02-10 14:30:00,135.5193,135.84,135.41,135.6035,3258433
2021-02-10 14:00:00,135.07001,135.52,135.03999,135.50999,2878839
2021-02-10 13:30:00,135.17999,135.2,134.97,135.07001,1786422
2021-02-10 13:00:00,135.08,135.23981,134.92999,135.17999,2495012
2021-02-10 12:30:00,135.28,135.35851,135.05499,135.08501,2215544
2021-02-10 12:00:00,135.41,135.46001,135.03999,135.28999,3309109
2021-02-10 11:30:00,135.13,135.64999,135.03999,135.41,3728093
2021-02-10 11:00:00,135.35001,135.53999,134.83,135.11839,6971896
2021-02-10 10:30:00,135.2,135.6299,134.39999,135.358,8151908
2021-02-10 10:00:00,136.38,136.73,134.69,135.21001,9924483
2021-02-10 09:30:00,136.48,136.99001,136.13,136.39,8895925
2021-02-09 15:30:00,136.42,136.49001,135.85001,136.00999,7199772
2021-02-09 15:00:00,136.715,136.74001,136.37,136.41,2723601
